Unnamed: 0.1,Unnamed: 0,Text Blocks,Timestamp,Category,Company,Stock
151,151,"BYD Song II exposed? New family design for appearance and interior! --- BYD's second-generation Tang adopts a new family design language, and its appearance has improved significantly. Now a group of introduction PPTs of BYD's compact SUV ""Song Fuel 2018"" have also been exposed on the Internet. We can regard it as a new generation of Song. The new car adopts the family ""Dragon Face"" face, which becomes very fierce. The side lines of the body are relatively close to the current model. The rear of the car is likely to use through-type LED taillights. The interior also almost follows the design of the second generation of Tang Dynasty, and the large-size LCD screen of the central control should also be able to rotate by 90°. The body size of BYD's new generation Song is 4600mm/1870mm/1700mm, and the wheelbase is 2660mm. The power is equipped with a 1.5T engine, and the transmission matches MT and AT gearboxes. In addition, BYD also announced its new car release plan for 2018. The second generation Tang will be launched in the second quarter, and the new Song, Yuan and Qin will also be launched in the third quarter.",2018-03-23,user_experience,BYD,BYDDY
152,152,2018 must be the year of BYD's reversal!,2018-03-29,user_experience,BYD,BYDDY
153,153,"BYD Super Leader & Super Lady across America and China. At the legislative ceremony in Sacramento, the capital of California, Mr. Zhou Benli, a member of the 49th Representative District of California, awarded the honorary certificate of ""Woman of the Year"" to Ms. Li Ke, President of BYD US Branch, as a In recognition of BYD's outstanding contributions to California and even the United States under his leadership. Every March is the ""Women's History Month"" in the United States, and the ""Woman of the Year"" award ceremony is one of the highlights of this month.",2018-03-30,public_relations,BYD,BYDDY
154,154,"Take photos of 2018 BYD Song SUV at the store, enhancing its practicality",2018-04-24,user_experience,BYD,BYDDY
155,155,"The 2018 BYD Song will be officially launched from now on, with a guide price range of 79,900 to 129,900 yuan. To be honest, this configuration is great!",2018-04-25,cost,BYD,BYDDY
156,156,"Recently, BYD officially released the official pictures of the new-generation Tang model. The overall interior style of the new car is simple and elegant, and the large-size floating LCD screen that supports 90-degree rotation is very eye-catching. In addition, the new-generation Tang will be equipped with fuel and plug-in hybrids. The power system will be unveiled at the Beijing Auto Show in April 2018. According to BYD's previous introduction, Tang II will be one of the heavyweight models in BYD's new energy vehicle business in 2018.​",2018-05-09,user_experience,BYD,BYDDY
157,157,"Among regions outside of North America, Buffett believes that Asia, especially China, is a place particularly suitable for conducting business activities. The 2018 annual report shows that China's BYD ranks among Buffett's top 15 holdings.​",2018-05-20,public_relations,BYD,BYDDY
158,158,"""Shanshan Energy, BYD and others led the construction, signing, and start-up of the top ten lithium battery projects in 2018"" Shanshan Energy's total investment of 20 billion yuan ""100,000 tons of lithium-electric power battery material Changsha base"" held a mobilization ceremony in Changsha High-tech Zone .",2018-06-01,competition,BYD,BYDDY
159,159,"BYD's most important strategic move in 2018 is to create an open intelligent development platform to welcome global elites to participate in the process of automobile manufacturing and intelligence. Today's BYD is no longer simply a car manufacturer, but by fully participating in the construction of future transportation, it has assumed more social responsibilities.",2018-07-06,sales_marketing,BYD,BYDDY
160,160,"The rapid development of the power battery industry and overcapacity exist at the same time, and the reshuffle is imminent. Small-scale lithium battery companies will close their doors sooner or later. Photovoltaic companies rushed to the top, and then the messy scene will be repeated in the power battery industry. 2018-19 is a year of adjustment and production capacity. Some companies have just been born and are going to the grave. In 2016, my country's power battery capacity utilization rate was only about 30%. Except for BYD and CATL in the first echelon, the capacity utilization rate was as high as 69% and 78% respectively. The capacity utilization rate of some small-scale lithium battery enterprises generally did not reach 20%. %, power battery overcapacity is serious. It is easier for leading companies to occupy market share. In 2016, the top five accounted for 67.8%, an increase from 59% in 2015. Entering 2017, the trend that the strong will always be strong still exists. The market concentration of the power battery industry has increased rapidly, and the trend of industry integration has become increasingly obvious. In the future, China's power battery market will further concentrate on advantageous enterprises and leading enterprises.",2018-08-24,competition,BYD,BYDDY
161,161,BYD Song comes with karaoke function,2018-09-01,user_experience,BYD,BYDDY
162,162,"Geely Auto released the smart digital cockpit ecosystem, and the new car ""Geely 2018 Boyue"" equipped with ""Tencent My Car"" was also officially unveiled at the press conference. This marks that the cooperation between Tencent's ""AI in Car"" and car companies has entered a substantive stage. Previously, Tencent Autolink signed a strategic cooperation agreement with five automakers, GAC, Changan, Geely, BYD, and Dongfeng Liuqi, to jointly build an ""AI in Car"" intelligent network solution.",2018-08-06,competition,BYD,BYDDY
163,163,"During the 2018 Seventh China (Hangzhou) Problematic Auto Show held in Hangzhou, many car owners went to defend their rights. From the live broadcast video, a representative of BYD car owners interviewed said: Nearly 50 people were going to drive to the car rights protection site, but BYD locked these vehicles through remote control. As a result, only a few of the more than 50 cars originally drove to the rights protection site At the scene... BYD Cloud Technology is indeed advanced.",2018-10-18,user_experience,BYD,BYDDY
164,164,"The nationwide pre-sale of the new BYD Yuan EV 360 has officially started, and the pre-sale price after the new car subsidy is 100,000 yuan. Inheriting BYD's three-electric core technology developed through ten years of intensive research and development, and equipped with BYD's new ternary lithium battery, the cruising range under comprehensive working conditions can reach 305km, and the 0-100km/h acceleration only takes 8.9 seconds. And it supports extremely fast charging. It only takes 40 minutes to play two rankings, and you can run an extra 200 kilometers.",2018-11-27,cost,BYD,BYDDY
165,165,"The EV version of BYD Tang officially rolled off the production line. The car was first launched in June this year, and pre-sales began at the 2018 Guangzhou Auto Show. The pre-sale price range is 260,000 to 360,000 yuan. In addition to the good appearance, the performance of the new car is also very good. The time required for 0-100km/h is 4.5 seconds, and the maximum cruising range is about 600km. It is expected to be launched in December.",2018-12-10,sales_marketing,BYD,BYDDY
166,166,"Nowadays, the 9000-year-old consumer power is rising, and the car consumer group is getting younger and younger. For young people, individuality and fashion, coolness and fun can show their own characteristics. The core point that young people care more about is cool! So, what kind of car is cool enough? BYD announced with the Yuan EV 360, which is about to go on the market, that cool is to integrate with the pluralism of young people nowadays, and fully meet the diverse needs of young people in car use.",2019-04-27,user_experience,BYD,BYDDY
167,167,"In terms of NVH, BYD has also worked hard. On the one hand, Che Xifan, an internationally renowned wind noise expert with 20 years of experience, has been hired. On the other hand, BYD has specially established a world-class NVH laboratory, which can conduct development tests on various aspects of vehicle NVH performance. From the beginning of the new product design, Che Xifan's team personally carried out NVH optimization, using the world's top NVH analysis method for simulation optimization, avoiding quality risks, strictly controlling the test quality, and making the vehicle's sealing and sound insulation effects reach international standards.",2019-04-29,technical_innovation,BYD,BYDDY
168,168,"BYD's 2019 spring new product launch conference was held in Beijing. BYD's fuel, DM, and EV pure electric three matrices were unveiled on the same stage. A total of 9 Dynasty series and 34 new cars made their debut, covering Tang, Qin Pro, Song MAX, Yuan and other series Model, the price range is 79,900 to 359,900 yuan. In addition, before June 25, 2019, those who purchase BYD's new energy models can enjoy the full 2018 subsidy standard.",2019-05-04,technical_innovation,BYD,BYDDY
169,169,"My new car, BYD Tang DM, started on the occasion of the New Year. This is my fourth BYD car: In 2008, F6, retired in 2015 after 150,000 kilometers; in 2015, I started Tang 80, driving 50,000 kilometers, and transferred it to a friend in July 2018; I also bought a car in 2015 The S7 is for family use and has driven 30,000 kilometers. It was resold at the end of 2018.",2019-05-10,user_experience,BYD,BYDDY
170,170,BYD: It is expected that the battery business will be spun off and listed independently around 2022,2019-08-07,sales_marketing,BYD,BYDDY
171,171,"On August 7, new energy vehicle manufacturer BYD stated on the interactive platform that the company's power battery business spin-off and listing is currently progressing steadily, and it is expected that the entire battery will be split out and listed independently around 2022... BYD's 2018 financial report shows that, The company achieved operating income of 130.055 billion yuan, a year-on-year increase of 22.79%. Among them, the rechargeable battery and photovoltaic business achieved an operating income of 9 billion, an increase of 2% year-on-year, accounting for 6.9% of the total revenue... Prior to March 31, 2018, Shen Xi, deputy general manager of BYD's lithium battery business department, said that BYD was doing power battery business The divestiture work is expected to be completed by the end of 2018 or early 2019. From 2022 to 2023, BYD Power Battery Company will be listed independently.",2019-08-08,sales_marketing,BYD,BYDDY
172,172,"BYD fell to its lowest level in nearly a year in Hong Kong and also fell in Shenzhen after the company reported a 12% year-on-year drop in sales of new energy vehicles in July. BYD's Hong Kong stock fell 5.8% at one point, and its stock price fell to its lowest level since August 2018, with the latest drop of 5.4%; its A shares fell 1.1%",2019-08-09,stock,BYD,BYDDY
173,173,"In response to the implementation of Shenzhen's new traffic regulations and to enhance the understanding and understanding of pure electric taxis, recently, BYD organized the ""Green Transportation with Di""-Shenzhen's elder sisters explore BYD activities. According to reports, by the end of 2018, the number of pure electric taxis in Shenzhen had exceeded 21,000, basically realizing the full electrification of taxis, and becoming the city with the largest scale of pure electric taxi operations in the world.",2019-07-11,public_relations,BYD,BYDDY
174,174,"Dragon Face appearance, full-time electronically controlled four-wheel drive dual-mode three-engine hybrid, 4.5 seconds to break a hundred Brembo GT6 brakes Bosch ADAS+ESP B-safe safety system DiLink intelligent network connection system 14.6-inch large screen, pure electric battery life 100 kilometers 2018 Tang DM100 Zhilian Chuangling 7-seater Chidihong arrives at the store!",2019-06-06,technical_innovation,BYD,BYDDY
175,175,"In 2018, one of the things I said a lot was that there was not much time left for BYD. At that time, many unicorn arm brothers laughed at me for worrying about the sky. Today, SAIC, GAC, and BAIC have entered BYD's nest one after another, and BYD's electric vehicles are lingering, and they can't even compete with new forces. It's been just over a year. . . What about next year? hehe. In fact, it is very simple to reverse the defeat. At least at the product level, BYD's current situation is the best in history. At the time of 2016 and 17, the lack of new and old models was the most difficult. How to convert advantages into income? First of all, the guiding ideology of the group needs to be changed. How utilitarian is this slogan? Haste makes waste, a taboo in doing things. As for the guiding ideology, there is no need to think about it. It is customer-centric and is used by successful companies. On the basis of being customer-centered, comprehensively adjust products, marketing, and after-sales, focusing on short-term enrichment of product configurations and interiors, and long-term product line planning; marketing and transmission of product settings to potential customers; DM and EV models, immediately Adjust the selling price to achieve the volume strategic goal; do a good job in sales and after-sales training. Of course, the people who should be changed must also be changed, especially those in power. The execution is good or bad depends on the people",2019-06-09,user_experience,BYD,BYDDY
176,176,"In recent years, BYD's new energy products can be said to be booming, whether it is in appearance, interior design, performance, battery life, etc., they have performed well. However, in order to meet consumers with different needs, BYD has introduced relatively cheap models such as e1 and S2 in the new energy product series since 2018. In this type of product matrix, a new product - BYD e2 - was launched in September this year. Today, we will pass the comprehensive test of EV AH-100 to see how well this new car performs in all aspects.",2019-06-22,user_experience,BYD,BYDDY
177,177," It is precisely because of its forward-looking layout of ternary lithium batteries that Ningde era was able to surpass BYD and other established manufacturers. When Ningde era forward-looking layout of ternary lithium batteries, BYD was still insisting on betting on lithium iron phosphate batteries. For this strategy The mistake is the key to BYD losing the throne of the battery king. According to data from China Automotive Research Institute, the total installed capacity of power batteries in 2018 was 56.9GWh, a year-on-year increase of nearly 51%. Among them, Ningde era led the industry with an installed capacity of 23.4GWh, with a market share of 41%.",2019-07-06,competition,BYD,BYDDY
178,178,"On the evening of November 22, BYD announced that it would apply for a public offering of corporate bonds, with a total size of no more than RMB 10 billion. BYD seems to prefer financing through bond issuance. According to Wind statistics, since 2019, BYD has issued various bonds at least 16 times. According to data from BYD's 2018 annual report, its bonds payable due within one year amounted to 7.077 billion yuan. It is worth noting that as of the end of the third quarter, BYD's asset-liability ratio reached 68.48%, which is at a relatively high level in its industry, while GAC Group in the same industry has only about 41%.",2019-11-23,stock,BYD,BYDDY
179,179,"BYD won the title of ""2015-2018 Enterprise Anti-fraud Work Advanced Unit""!",2019-07-11,public_relations,BYD,BYDDY
180,180,Toyota and BYD to form joint venture next year,2019-11-07,sales_marketing,BYD,BYDDY
181,181,SoftBank to cooperate with BYD to produce face masks,2020-04-12,sales_marketing,BYD,BYDDY
182,182,"BYD received a subsidy of 3.63 billion yuan! Ministry of Industry and Information Technology: New energy subsidies exceeded 13.7 billion yuan in 2018. Among them, BYD Auto received 1.98 billion yuan, BYD Auto Industry received 1.65 billion yuan, and BYD Auto Industry Changsha Branch received 1.26 million yuan, a total of 3.63 billion yuan.",2019-12-11,macroeconomics,BYD,BYDDY
183,183,"43 billion will be repaid in one year! BYD issued bonds 16 times during the year, how short of money is it?",2019-11-30,stock,BYD,BYDDY
184,184,"Under the trend of global market retreat in the past two years, Ningde Times has achieved a profit margin far ahead of Samsung and LG when fighting for costs. CATL's 2018 operating profit margin was 14.08%, much higher than the 5.7% and 3.2% of Samsung SDI and LG Chem. Despite such downstream demand, there are only 60 power battery companies in the country in 2019, and this number was 300 in 2016. I don't know whether BYD's super lithium iron phosphate battery can change the existing pattern and increase the existing market share after it is officially put into use.",2020-01-09,sales_marketing,BYD,BYDDY
185,185," The Ministry of Industry and Information Technology released the accounting expenses for the promotion of new energy vehicles in 2018. BYD received a total of 3.62 billion yuan, accounting for 26.36%",2020-01-10,macroeconomics,BYD,BYDDY
186,186,BYD/Daimler added another 700 million yuan to Denza,2020-01-16,stock,BYD,BYDDY
187,187,"According to the installed capacity of power batteries in China in 2019, Ningde Times, BYD, and Guoxuan Hi-Tech ranked the top three, and Ningde Times' installed power batteries accounted for half of the country, an increase of 9.86% compared with 2018.​",2020-01-13,competition,BYD,BYDDY
188,188,"Looking at the global power battery field, Ningde era is a dark horse. In 2017, it not only surpassed BYD, but also took the championship from Panasonic. In 2018, Ningde Times once again ranked first in the world with 23.4GWh, 23% of the global market share, 2 percentage points higher than the second-ranked Panasonic. The Ningde era is not at ease. Compared with foreign companies, there is still a gap between the Ningde era and foreign companies in terms of battery capacity density and battery cost control.​",2020-01-12,competition,BYD,BYDDY
189,189,"""Toyota + BYD"" pure electric vehicles may be put into production in the new plant! In fact, this is the second time FAW Toyota has expanded its new energy vehicle production capacity in the past two years. In August 2018, the new energy vehicle transformation project of Tianjin FAW Toyota TEDA factory was approved. According to the plan, the total investment of the transformation project is 1.762 billion yuan, which will increase the annual production capacity of 120,000 new energy vehicles for the TEDA factory, including plug-in hybrid vehicles. 110,000 models and 10,000 pure electric models.",2020-02-15,sales_marketing,BYD,BYDDY
190,190,"As of the end of 2018, all Chinese auto companies (including joint ventures) had the top 10 invention patents, and BYD topped the list. What's even more frightening is that the number of invention patents it owns is the sum of the second to tenth! Peek at the hair and know the whole body. What a small mask reflects is BYD's keen strategic response speed, complete range of manufacturing capabilities, strong execution, and most importantly, its sense of responsibility and mission as a national enterprise. What Wang Chuanfu said last year, ""Being grateful for the reform and opening up, and determined to serve the country with industry"" is by no means empty words.",2020-02-10,technical_innovation,BYD,BYDDY
191,191," Didi Chuxing entered the Mexican market in April 2018, covering half of the country's population, providing ride-hailing, taxi and food delivery services in 32 cities in the country. Didi Mexico recently announced that it will add more than 700 new energy vehicles, including new energy manufacturers such as BYD and Renault.",2020-02-10,sales_marketing,BYD,BYDDY
192,192,"At the Global Smart Car Frontier Summit in June 2018, Wang Chuanfu gave this view: ""Smart cars can only be truly innovative if they are open."" About two years later, BYD's ""open"" strategy began to advance to 2.0",2020-03-18,public_relations,BYD,BYDDY
193,193,Ideal cars will use BYD batteries to ensure stable battery supply,2020-03-13,sales_marketing,BYD,BYDDY
194,194,"According to BYD's announcement on March 10, the Finance Bureau of Xi'an High-tech Zone will allocate 1.983 billion yuan to BYD. The name of the fund is the central financial subsidy for the promotion and application of new energy vehicles in 2018. As of the announcement date, 1 billion yuan has been allocated to the account. According to the announcement on March 2, BYD has also recently received 1.342 billion yuan in central financial subsidies for the promotion and application of new energy vehicles in 2017 from the Shenzhen Pingshan District Finance Bureau. Since the beginning of 2020, the national new energy vehicle promotion subsidy funds have begun to be liquidated. In addition to BYD, Yutong Bus, Dongfeng Motor, Beiqi Foton, etc. have also received subsidy funds one after another.",2020-03-11,macroeconomics,BYD,BYDDY
195,195,"From January to February 2018, the first batch of Yinlong 11 meters and BYD K8 in Nanjing were put into operation on roads 19, 27, 84, and 60​",2020-04-04,sales_marketing,BYD,BYDDY
196,196,"According to the objective laws of the pre-research generation, development generation, and mass production generation, the launch of the blade battery and the mass production of the ""Han"" car family can only represent the highest development of BYD's power battery, electric drive subsystem and model platform around 2018. techinque level.",2020-03-03,technical_innovation,BYD,BYDDY
197,197,"BYD's ""2019 Annual Performance Express"" operating income decreased by 1.78% compared with 2018, but net profit decreased by 42.03% compared with the same period last year. The big market is not good, and the auto industry is the worst industry. This report by BYD has already led most of its peers in the industry as a whole.",2020-04-02,sales_marketing,BYD,BYDDY
198,198,"Real-time broadcast: BYD H share announcement: Affected by the novel coronavirus pneumonia epidemic, it is difficult for BYD to publish the audited 2019 annual performance announcement before March 31. The board of directors will publish the key data of the 2019 unaudited financial performance on March 31 Announcement, together with audited comparative figures for the same period in 2018.",2020-03-20,macroeconomics,BYD,BYDDY
199,199,"In the past two years, BYD electric buses have entered the Nordic market.",2020-04-18,sales_marketing,BYD,BYDDY
200,200,"few days ago, BYD revealed at its ""Blade Battery"" conference held online that its Chongqing Fudi Lithium Battery Co., Ltd. (hereinafter referred to as ""Chongqing Fudi"") is the first factory of ""Blade Battery"" and the only production base. It is understood that BYD plans to increase the ""blade battery"" factory to 10GWh this year, all of which will be produced in Chongqing Fudi. In August 2018, BYD and the Bishan District People's Government of Chongqing signed an investment cooperation agreement on a power battery industrial project with an annual output of 20GWh, with a total investment of 10 billion yuan. In February 2019, the project started construction, and the project plans to complete the first phase of the project and put it into operation within one year. According to the information disclosed by BYD at the ""Blade Battery"" press conference, the Chongqing Fudi factory was officially put into production in March this year.",2020-04-13,technical_innovation,BYD,BYDDY
201,201,"bought the BYD Qin EV in August 2018. The air conditioner has always had a peculiar smell. This smell does not mean that the air conditioner should be cleaned and has a musty smell. It is that the air conditioner suddenly emits a strange smell after driving for a while. Yes, there is no problem with the 4S store inspection. This has always been the case. Later, I said to try another evaporator, and now there is still a peculiar smell; It shows that in 2019, the car crashed into a car like the picture below, and even the airbag did not pop up. The 4S store explained that there is no problem; BYD has a cloud service, and it will stop working if it doesn’t work. Now it’s the information on May 11. I called the customer service of BYD 400 and kept saying to give feedback to the manufacturer. I have not received any feedback from the manufacturer. What should I do next?",2020-05-16,user_experience,BYD,BYDDY
202,202,"In February 2020, BYD Power Battery's installed capacity of 0.08GWh not only continued to lag behind CATL with 0.25GWh, but was also overtaken by Panasonic with 0.2GWh and LG Chem with 0.083GWh, falling to fourth place.",2020-11-05,competition,BYD,BYDDY
203,203,"The Han and Tang Dynasties of BYD shares hk01211 are quite fragrant, with accumulated technology and capital, and NIO can't do it. Still the same sentence, BYD can be made into a Huawei in the car",2020-05-06,competition,BYD,BYDDY
204,204,"BYD has been the sales champion of new energy vehicles all year round. The product strength of BYD Han EV proves the strong car manufacturing strength of the new energy brother, and also represents BYD's determination to enter the luxury and high-end field!",2020-05-18,competition,BYD,BYDDY
205,205,"Among the top ten new energy vehicle sales in the world in the first half of 2018, 4 brands are Chinese independent brands. Among them, BYD surpassed Tesla to become the champion with sales of 71,328 vehicles.",2020-06-28,competition,BYD,BYDDY
206,206,"You know, besides electric vehicle technology and battery technology, BYD has another unique skill, that is, IGBT chip technology. This technology has been monopolized by Japan's Mitsubishi and Fuji, and it was finally broken by BYD in 2018!",2020-06-23,competition,BYD,BYDDY
207,207,"Yesterday, BYD officially announced that the naming of BYD DM hybrid brand new platform was officially released: DM-p is a strong version, superior in performance; The combination of p version + i version meets different market needs. BYD DM technology is moving towards subdivision, based on the hybrid new energy vehicle market. It has been confirmed that BYD Han will be the first model equipped with DM-p. In 2018, BYD released the third-generation DM technology.",2020-06-19,product,BYD,BYDDY
208,208,"Recently, BYD officially released a set of interior pictures of the 2021 Tang model. The current generation of BYD Tang was launched in 2018, and this facelift involves partial adjustments to the exterior and interior. The new car will be launched in Chengdu on July 24. Auto show starts pre-sale.",2020-07-20,product,BYD,BYDDY
209,209,Tesla's valuation is 10 times that of BYD. The valuation logic of the US capital market for new energy vehicles is different from that in China. BYD is seriously underestimated.​,2020-08-01,competition,BYD,BYDDY
210,210,"In 2018, the second-generation BYD Tang was launched, with high appearance",2020-08-21,user_experience,BYD,BYDDY
211,211,"From 2015 to 2018, BYD has become the world's largest new energy vehicle sales for four consecutive years, and has also become a global leader in new energy vehicle companies. Currently, BYD Auto is listed in the Mainland and Hong Kong respectively, and BYD Electronics is listed in Hong Kong. Just looking at the market value in the mainland, BYD ranks among the top three self-owned brands with 240 billion yuan.",2020-09-01,competition,BYD,BYDDY
212,212,"Buffett issued a shareholder letter stating that BYD's net profit was 32 times. Oh my God, since I bought BYD for 8 yuan in 2008, I have not sold one share and held it until now. It has increased by 32 times in 14 years. God-like existence",2022-02-28,stock,BYD,BYDDY
213,213,"From 2018 to 2019, only Huawei, BYD and Xiaomi were shortlisted in China in the list of ""Top 100 Global Innovative Enterprises""",2020-09-04,competition,BYD,BYDDY
214,214,"Talking about the five major disruptions of BYD's ""blade battery"" Since 2018, ternary batteries have almost become the industry consensus and future standard. The market share of iron-lithium batteries has plummeted, and they are almost abandoned by the industry. try to catch up",2020-08-13,technical_innovation,BYD,BYDDY
215,215,BYD Han or use Huawei Hongmeng OS system,2020-07-13,sales_marketing,BYD,BYDDY
216,216,California buys another 400 million BYD masks,2020-10-23,sales_marketing,BYD,BYDDY
217,217,BYD becomes Apple's new iPad OEM,2020-09-15,sales_marketing,BYD,BYDDY
218,218,BYD daily limit,2020-11-05,stock,BYD,BYDDY
219,219,BYD Denies Cooperating with Xiaomi to Build Cars,2020-12-15,public_relations,BYD,BYDDY
220,220,BYD Han was exposed to two-thirds of the battery life in winter,2020-12-16,product,BYD,BYDDY
221,221,BYD car rebranding,2021-01-02,product,BYD,BYDDY
222,222,"A few days ago, BYD Semiconductor further expanded the product lineup of 8-bit general-purpose MCU series for automotive specifications, and the client application development project has been fully launched.",2021-01-03,technical_innovation,BYD,BYDDY
223,223,BYD female executives plan to reduce holdings and cash out 250 million,2021-01-27,stock,BYD,BYDDY
224,224,Wang Chuanfu talks about Buffett's investment in BYD,2021-03-03,stock,BYD,BYDDY
225,225,"Li Juan, a double-faced person in BYD advertising, was sentenced to 14 years in prison",2021-04-14,public_relations,BYD,BYDDY
